FounderExperience,TeamSize,FundingAmount,MarketSize,InnovationScore,MarketingBudget,CompetitionLevel,IndustryType,FounderEducation,ProductStage,RevenueGrowth,StartupSuccess
8,13,29.74,1,5,8.56,6,FinTech,Masters,Prototype,63.83,1
1,9,35.16,6,1,5.58,9,SaaS,Bachelors,Growth,97.71,1
11,52,3.42,2,4,5.37,8,EdTech,MBA,Growth,48.52,0
2,36,11.62,9,4,10.77,3,AI,Bachelors,Growth,13.55,0
2,22,45.79,2,6,9.04,1,FinTech,Masters,MVP,58.78,1
0,42,30.85,7,10,8.86,2,FinTech,PhD,Prototype,46.42,0
7,26,12.39,1,9,1.91,2,Ecommerce,PhD,Growth,48.65,1
21,58,34.56,7,3,14.4,7,SaaS,MBA,MVP,42.59,1
7,54,29.88,5,9,4.35,6,AgriTech,Bachelors,Prototype,64.11,1
10,12,25.13,8,6,4.02,2,HealthTech,Bachelors,Idea,52.91,1
8,17,48.81,4,7,8.31,8,AgriTech,Bachelors,Growth,98.57,1
4,14,34.2,10,10,4.63,9,AgriTech,PhD,MVP,80.84,1
13,14,18.83,7,2,11.72,7,FinTech,MBA,Prototype,19.12,1
2,57,40.02,6,10,7.49,4,AI,PhD,Prototype,69.83,1
20,34,44.24,5,6,9.03,1,AI,Bachelors,Growth,13.57,1
4,53,6.35,4,6,10.79,4,Ecommerce,Masters,Growth,76.06,0
4,57,10.11,7,2,4.15,4,AI,PhD,Prototype,6.23,1
18,20,10.89,5,2,3.2,8,Ecommerce,MBA,MVP,42.09,1
13,11,34.59,5,2,17.62,4,FinTech,Bachelors,Idea,76.97,0
3,16,30.19,1,10,8.73,4,FinTech,Masters,Prototype,20.81,1
24,51,30.99,2,1,8.3,2,AgriTech,PhD,MVP,82.08,0
12,31,47.04,5,5,0.81,10,FinTech,Masters,Growth,60.86,1
9,55,38.82,3,8,10.01,7,FinTech,Masters,Prototype,33.73,1
24,6,6.48,2,2,11.13,4,HealthTech,MBA,Growth,36.58,1
17,56,17.44,4,5,11.22,6,SaaS,PhD,Idea,91.86,1
7,19,21.83,4,8,14.17,3,AgriTech,MBA,Growth,13.96,1
7,37,19.86,4,10,3.63,7,AgriTech,Bachelors,Idea,66.27,1
6,58,33.5,4,5,5.12,6,SaaS,Masters,Growth,67.8,1
7,4,44.61,3,2,16.23,3,HealthTech,MBA,Growth,91.47,1
13,47,15.37,7,3,18.95,4,FinTech,MBA,Idea,68.45,1
18,4,27.64,9,6,2.81,10,AI,Bachelors,Growth,54.29,1
5,20,39.49,5,5,10.0,5,Ecommerce,PhD,MVP,89.28,0
0,10,20.87,4,4,4.36,9,AgriTech,MBA,Growth,81.2,1
22,24,8.49,2,4,1.3,6,SaaS,Masters,Prototype,68.85,0
14,54,23.8,2,5,6.58,4,EdTech,Masters,Growth,-6.42,1
0,35,2.86,5,2,2.96,7,Ecommerce,Masters,MVP,31.09,0
24,26,47.12,7,9,14.23,2,EdTech,Masters,Prototype,59.51,1
16,37,3.83,10,2,10.72,4,EdTech,MBA,MVP,47.45,1
0,38,21.98,10,10,2.96,5,AgriTech,Masters,Prototype,25.13,1
14,21,26.54,9,2,0.28,4,FinTech,MBA,Growth,5.89,1
22,54,49.27,7,10,16.18,4,EdTech,PhD,MVP,50.83,1
1,40,8.38,5,9,3.61,9,FinTech,Masters,Growth,21.45,0
13,39,5.81,10,3,12.16,2,HealthTech,PhD,Prototype,15.63,1
20,21,0.53,10,10,6.8,6,AI,MBA,MVP,33.89,1
7,10,7.86,10,7,11.75,8,EdTech,Bachelors,Idea,76.4,1
7,38,10.44,6,4,6.38,8,AgriTech,PhD,MVP,43.66,1
18,46,31.57,3,6,1.83,7,AI,Masters,Growth,13.81,1
6,4,11.06,5,4,4.54,10,FinTech,Bachelors,Idea,2.86,0
18,57,1.12,8,10,3.84,4,EdTech,PhD,Idea,44.89,1
5,45,41.35,1,7,8.62,7,Ecommerce,MBA,Prototype,77.38,0
5,20,18.34,1,1,13.2,10,AgriTech,MBA,Idea,61.81,0
2,17,17.75,7,3,5.35,6,HealthTech,MBA,Idea,15.54,0
6,55,15.19,5,3,0.34,6,SaaS,PhD,Prototype,38.04,1
18,7,48.77,5,1,10.43,2,HealthTech,MBA,MVP,84.08,1
7,4,8.59,1,6,12.15,8,EdTech,PhD,Growth,9.54,0
9,29,44.92,9,9,19.26,8,AgriTech,Masters,MVP,48.53,1
19,14,38.86,1,8,11.83,7,HealthTech,Masters,Idea,29.19,0
14,3,3.92,5,7,9.48,9,SaaS,PhD,Growth,3.66,0
14,24,49.34,10,10,11.51,8,Ecommerce,PhD,MVP,-4.51,1
0,37,13.64,9,8,18.57,9,AI,Bachelors,Growth,51.15,1
19,16,5.02,4,6,16.58,9,Ecommerce,MBA,Idea,-7.72,0
6,58,41.48,8,9,6.53,6,HealthTech,Masters,MVP,1.38,1
3,55,35.36,6,3,4.82,2,SaaS,Masters,Growth,28.23,1
5,52,30.9,3,10,5.33,7,AI,Bachelors,Growth,-5.21,1
24,4,7.88,4,10,10.14,3,AgriTech,PhD,MVP,34.05,0
0,56,23.98,2,9,14.91,7,SaaS,PhD,MVP,4.34,1
4,24,39.05,1,4,10.11,9,Ecommerce,Bachelors,Idea,28.49,0
22,34,15.25,8,7,1.45,10,FinTech,MBA,Prototype,77.03,1
0,30,15.65,1,9,14.5,10,FinTech,PhD,Growth,58.9,1
3,18,0.26,1,2,16.14,2,AI,PhD,MVP,38.99,0
21,19,8.79,4,2,5.86,6,AI,MBA,MVP,0.1,0
1,31,43.78,10,9,13.32,6,AI,MBA,MVP,58.11,1
9,19,22.14,10,3,8.59,9,FinTech,Bachelors,Growth,8.01,1
4,49,49.21,6,9,17.79,9,Ecommerce,Bachelors,Idea,-1.58,1
9,46,19.85,9,5,16.92,5,AI,Bachelors,Prototype,63.04,1
0,19,35.79,1,6,10.56,5,FinTech,PhD,Growth,90.33,1
21,22,14.17,7,2,13.86,9,AI,Bachelors,Idea,40.67,0
5,24,18.25,10,8,17.68,8,AI,PhD,Growth,-5.49,1
12,45,9.62,5,9,9.96,7,SaaS,Masters,Growth,86.83,1
14,12,17.42,8,2,6.33,8,AI,MBA,MVP,-2.63,0
3,30,27.41,7,6,15.1,6,FinTech,MBA,Idea,85.43,0
12,58,49.59,4,6,4.48,3,Ecommerce,Masters,MVP,33.1,1
23,38,33.24,4,8,7.83,7,FinTech,Bachelors,MVP,30.19,0
19,53,10.04,6,10,17.33,8,FinTech,PhD,Idea,49.71,0
23,31,2.34,6,5,14.52,8,AI,PhD,MVP,95.28,1
14,36,6.41,9,9,8.14,1,SaaS,PhD,MVP,88.86,0
7,19,28.17,5,1,4.37,7,EdTech,MBA,Prototype,41.74,0
4,48,38.28,8,9,7.18,3,AgriTech,Bachelors,Idea,66.54,0
14,45,47.03,5,10,5.75,2,EdTech,PhD,Idea,53.85,0
3,36,0.89,2,7,3.6,2,EdTech,PhD,MVP,66.28,1
11,30,26.19,6,4,14.89,8,FinTech,PhD,MVP,81.23,1
12,55,23.6,9,3,5.12,9,AI,Masters,Idea,-6.21,1
1,49,32.84,3,10,9.14,3,AgriTech,PhD,Idea,25.83,0
18,55,28.02,1,6,7.78,3,EdTech,Masters,Growth,95.53,1
18,33,34.38,1,1,19.64,6,HealthTech,PhD,Idea,94.43,1
3,18,32.94,3,3,7.88,10,HealthTech,PhD,Growth,-8.77,0
3,52,5.94,10,2,1.69,1,HealthTech,PhD,MVP,12.16,1
10,49,40.01,5,9,1.89,6,Ecommerce,Masters,Prototype,99.31,1
4,59,6.25,3,3,11.86,3,AI,PhD,Prototype,44.21,1
19,28,34.96,9,2,12.03,4,FinTech,Bachelors,Growth,53.02,1
10,59,20.87,8,4,8.43,9,FinTech,PhD,MVP,8.31,0
9,47,25.74,3,2,8.69,3,AI,Masters,MVP,88.38,1
7,11,45.17,9,1,1.17,1,SaaS,Masters,MVP,15.44,0
5,57,44.51,6,6,10.38,3,AgriTech,Bachelors,Idea,10.86,1
5,54,40.91,7,10,10.14,7,SaaS,MBA,MVP,15.09,0
7,45,25.56,4,8,3.08,7,Ecommerce,Bachelors,Idea,91.16,1
22,33,36.84,4,10,2.17,5,AI,Bachelors,Growth,67.31,1
14,17,25.69,2,10,2.56,1,SaaS,Masters,Prototype,74.55,1
13,6,43.49,5,2,2.11,8,AgriTech,PhD,Growth,31.47,1
10,4,20.2,8,9,12.23,10,Ecommerce,PhD,MVP,90.01,1
11,20,48.51,7,3,4.01,8,EdTech,MBA,MVP,76.83,1
12,48,46.62,7,8,5.1,10,EdTech,MBA,Growth,72.57,1
7,47,37.11,6,8,3.55,10,Ecommerce,MBA,Idea,96.8,1
17,27,14.04,3,3,19.16,10,AI,MBA,Idea,30.28,0
24,15,6.67,5,3,17.11,2,EdTech,Bachelors,Idea,57.21,1
0,6,42.75,1,6,4.69,10,AI,Bachelors,Prototype,90.09,0
14,47,8.35,7,1,6.62,3,SaaS,PhD,Prototype,77.0,1
7,14,42.73,9,4,4.28,4,EdTech,Bachelors,MVP,51.97,1
10,11,24.59,1,1,9.89,1,AgriTech,PhD,Growth,-1.62,1
11,39,20.39,2,3,0.49,4,AgriTech,PhD,Growth,61.8,0
11,9,45.17,3,9,13.46,5,SaaS,PhD,MVP,47.92,1
3,26,30.23,3,5,10.51,3,AgriTech,PhD,Idea,10.26,1
15,16,28.87,8,5,17.98,10,AI,Masters,Prototype,87.05,1
3,5,27.98,7,4,3.37,2,AI,PhD,Growth,27.76,1
4,57,18.62,6,3,16.1,6,AgriTech,Bachelors,MVP,32.62,0
23,52,39.3,10,5,15.86,8,HealthTech,Bachelors,Idea,63.96,1
4,10,12.71,10,4,2.63,7,Ecommerce,Bachelors,Idea,43.77,0
7,50,46.95,4,8,8.03,1,FinTech,Bachelors,Prototype,-0.18,1
9,3,44.71,9,4,3.49,4,Ecommerce,Masters,Prototype,32.62,0
16,13,16.94,1,8,5.17,3,AgriTech,MBA,MVP,0.39,1
8,43,36.5,2,6,5.34,6,AI,MBA,MVP,10.98,1
21,49,28.7,4,5,11.17,9,AI,PhD,Idea,-9.21,0
18,30,16.95,3,4,8.29,9,Ecommerce,PhD,Idea,9.94,1
13,54,49.43,1,4,18.96,7,AI,Bachelors,Growth,26.35,1
7,45,1.36,5,4,2.61,9,SaaS,Bachelors,Idea,49.2,0
8,6,12.71,7,9,19.48,8,EdTech,MBA,MVP,91.12,1
21,17,26.05,2,4,4.69,5,AI,MBA,Prototype,49.44,1
10,59,26.15,5,9,15.48,9,AgriTech,Bachelors,MVP,67.62,1
22,45,29.49,6,10,6.85,7,AgriTech,PhD,Growth,29.34,1
0,51,37.61,7,6,2.95,5,Ecommerce,Masters,Growth,72.68,1
13,53,31.21,1,10,17.17,8,Ecommerce,Masters,Prototype,58.25,1
4,19,30.05,7,7,6.25,7,Ecommerce,MBA,MVP,40.58,1
20,42,2.77,4,10,13.21,9,AgriTech,MBA,Growth,11.31,0
13,35,18.89,8,3,11.37,10,HealthTech,MBA,MVP,23.39,0
3,46,11.68,4,8,9.49,1,AgriTech,Masters,Growth,58.3,1
21,26,13.34,6,3,9.97,9,SaaS,Masters,Prototype,36.87,1
22,51,27.76,9,1,14.67,7,AgriTech,Bachelors,Growth,87.83,0
24,5,10.06,5,10,1.85,1,SaaS,PhD,MVP,15.83,0
0,29,14.77,4,5,13.4,1,AgriTech,MBA,MVP,-1.96,0
21,37,11.93,8,2,17.93,5,AgriTech,Bachelors,Growth,54.83,0
22,20,47.43,9,10,1.25,8,HealthTech,Masters,Idea,87.47,1
18,49,47.24,4,6,2.9,9,SaaS,Bachelors,Prototype,30.12,1
7,21,30.54,3,10,14.36,6,HealthTech,Masters,Prototype,61.25,1
14,10,46.23,8,9,8.8,10,SaaS,PhD,Growth,15.46,1
20,5,39.31,5,1,8.13,8,HealthTech,Masters,Growth,51.43,1
14,36,29.54,2,4,2.83,6,HealthTech,Bachelors,Idea,76.55,1
8,6,0.42,10,1,10.18,6,SaaS,PhD,Prototype,85.37,1
20,26,38.65,9,1,2.62,4,HealthTech,Masters,Idea,1.56,0
8,4,35.15,3,8,9.58,5,AgriTech,MBA,Prototype,29.2,0
9,39,30.8,2,2,15.3,2,SaaS,Masters,Growth,60.36,1
19,39,38.05,1,1,5.24,3,HealthTech,PhD,Prototype,-6.18,1
24,50,25.69,8,8,9.67,3,AgriTech,Bachelors,Prototype,65.97,1
20,35,35.23,3,4,19.84,5,AgriTech,PhD,Prototype,48.08,1
8,1,46.77,7,3,13.76,5,Ecommerce,Bachelors,Idea,21.74,1
2,24,18.85,1,4,16.84,6,FinTech,Masters,Idea,79.61,1
19,57,35.44,1,5,8.36,5,SaaS,Masters,Prototype,21.91,1
24,36,23.84,9,1,15.38,6,HealthTech,PhD,MVP,99.06,1
10,6,33.75,8,1,0.91,8,Ecommerce,MBA,Idea,79.8,0
5,41,38.17,3,3,2.55,2,FinTech,Masters,Growth,67.88,1
1,54,2.37,6,6,4.14,4,HealthTech,MBA,Growth,-3.25,1
6,46,32.37,3,1,8.1,6,FinTech,MBA,Prototype,89.47,0
17,44,11.41,4,2,16.93,5,SaaS,PhD,Growth,76.91,0
1,57,33.53,1,7,6.99,1,AgriTech,Masters,Idea,15.19,1
16,31,23.47,5,1,13.13,9,AgriTech,MBA,MVP,33.15,0
10,20,38.7,1,7,14.22,3,FinTech,Masters,MVP,19.55,0
11,24,6.26,1,4,11.77,2,AgriTech,Bachelors,MVP,98.29,0
18,25,31.35,10,10,7.21,9,EdTech,MBA,Growth,83.96,1
21,36,14.0,7,6,11.58,7,AI,PhD,Prototype,92.32,1
23,21,42.66,6,8,6.91,5,AgriTech,PhD,Growth,76.77,1
24,30,46.43,2,9,1.77,6,EdTech,MBA,Prototype,40.2,1
6,24,49.82,2,6,19.86,4,SaaS,Masters,MVP,12.6,1
19,44,39.82,7,9,2.63,1,SaaS,Bachelors,Idea,12.89,1
5,42,37.71,1,4,1.54,4,FinTech,Bachelors,Growth,6.69,1
20,30,10.85,2,6,17.58,9,AgriTech,PhD,Idea,50.13,0
23,22,16.87,8,8,6.11,1,AgriTech,PhD,MVP,91.2,0
0,28,23.34,6,9,13.04,10,AgriTech,Masters,Prototype,99.1,1
16,7,38.69,2,3,6.65,3,Ecommerce,PhD,Idea,21.6,1
10,35,45.76,7,2,7.89,5,HealthTech,Masters,Growth,66.7,1
21,55,9.54,4,6,5.32,7,AI,MBA,Idea,55.68,1
17,28,46.13,2,4,6.93,9,AgriTech,Bachelors,Idea,43.78,0
20,14,34.81,6,1,8.27,6,HealthTech,MBA,Growth,63.23,1
16,56,30.58,9,8,14.44,3,Ecommerce,PhD,Prototype,30.85,1
6,10,10.07,9,9,10.28,7,SaaS,Bachelors,Growth,93.89,1
16,16,2.87,8,9,18.88,4,AI,Bachelors,MVP,67.6,1
19,16,28.47,3,2,0.93,3,EdTech,MBA,Prototype,72.96,1
8,54,32.61,3,9,10.11,7,SaaS,Masters,Idea,16.67,1
16,31,10.62,2,7,11.73,7,SaaS,Bachelors,Growth,8.54,1
19,42,27.87,5,5,18.41,4,FinTech,Masters,MVP,33.38,1
21,25,42.84,4,7,1.08,7,Ecommerce,MBA,Growth,74.33,1
21,13,41.77,7,9,11.51,2,FinTech,MBA,Prototype,93.27,1
7,6,46.38,4,8,17.09,1,FinTech,Masters,MVP,37.01,1
16,44,18.36,9,6,4.91,2,HealthTech,MBA,Idea,75.16,1
6,9,15.97,2,4,17.54,4,SaaS,Bachelors,Prototype,41.74,0
0,45,37.5,6,1,0.48,8,Ecommerce,MBA,MVP,22.48,1
12,36,21.61,7,6,14.68,3,FinTech,MBA,Prototype,71.32,0
22,56,4.47,4,3,18.67,10,EdTech,Bachelors,Idea,77.8,0
18,43,14.21,6,6,13.18,6,AI,Masters,MVP,12.31,1
23,20,20.99,7,6,8.84,6,AgriTech,MBA,Growth,23.57,1
18,18,14.7,4,4,0.99,9,Ecommerce,Masters,Growth,44.43,0
16,58,16.68,8,2,18.41,9,HealthTech,Bachelors,Idea,10.52,0
12,43,14.76,9,9,9.46,4,Ecommerce,Masters,MVP,92.17,1
15,57,2.17,1,2,0.68,9,SaaS,Masters,Idea,55.05,1
7,21,31.89,7,3,13.83,6,HealthTech,PhD,Idea,3.33,0
18,4,29.9,9,10,9.69,2,AI,PhD,Prototype,10.24,1
17,50,32.7,10,1,2.57,10,EdTech,MBA,Growth,94.98,0
0,33,9.7,5,7,4.36,6,FinTech,PhD,Idea,71.2,0
13,27,14.85,2,1,1.38,2,Ecommerce,PhD,Prototype,70.78,0
18,7,31.02,10,9,11.53,8,HealthTech,PhD,Idea,-2.03,0
14,6,30.02,6,1,12.48,4,AI,Masters,Idea,88.48,1
17,15,25.37,7,5,10.16,5,FinTech,Masters,Idea,38.81,0
1,18,17.59,2,7,16.36,8,AgriTech,PhD,Growth,62.57,1
21,32,45.66,2,3,17.23,8,AI,Bachelors,MVP,95.57,1
16,56,17.05,10,9,12.35,6,EdTech,PhD,Growth,1.0,1
17,11,22.84,10,8,0.35,4,FinTech,Bachelors,Prototype,43.05,1
5,20,33.94,1,3,13.94,1,FinTech,Masters,MVP,-4.54,0
18,24,27.2,4,5,8.42,7,AgriTech,Bachelors,Prototype,44.95,0
3,15,17.41,7,7,11.35,8,FinTech,Masters,Idea,17.75,0
0,48,21.84,9,4,13.02,9,HealthTech,Bachelors,MVP,90.22,1
7,7,39.74,3,5,7.07,2,FinTech,Masters,Prototype,33.83,0
22,21,13.98,7,3,18.35,1,AI,Masters,Idea,59.73,0
6,42,7.2,7,9,2.77,4,HealthTech,PhD,Prototype,84.63,0
2,26,15.73,7,10,13.46,5,FinTech,MBA,Prototype,98.21,1
9,44,42.49,2,9,0.19,10,AI,MBA,Growth,45.42,0
9,56,4.54,6,7,18.5,1,AI,Masters,Idea,40.13,1
18,14,49.59,2,10,2.34,5,Ecommerce,PhD,Growth,-1.67,0
13,57,27.1,6,2,1.99,6,AI,MBA,MVP,-8.6,0
1,37,49.24,10,7,6.73,3,AgriTech,MBA,Idea,56.97,0
0,58,46.96,3,7,7.53,7,SaaS,PhD,Growth,-2.8,1
22,21,22.7,2,5,4.36,6,EdTech,PhD,Growth,31.84,0
22,18,10.0,6,9,11.74,4,FinTech,MBA,MVP,-9.6,1
17,5,8.33,2,3,8.91,3,AgriTech,MBA,Prototype,57.68,0
6,3,12.08,5,4,0.78,5,FinTech,Bachelors,Prototype,36.8,0
7,23,35.54,2,1,6.46,3,FinTech,Bachelors,Prototype,3.97,1
0,26,13.72,3,6,16.23,10,AI,Masters,MVP,22.6,1
24,37,17.14,3,4,13.83,9,AI,MBA,Growth,52.66,0
22,24,22.49,6,1,14.52,9,FinTech,PhD,Idea,62.24,0
2,49,45.67,6,2,13.99,6,SaaS,PhD,MVP,40.86,0
23,19,9.55,10,3,6.29,6,HealthTech,MBA,Prototype,78.44,1
22,51,0.35,3,9,2.08,4,HealthTech,Masters,Prototype,2.37,0
7,25,3.1,3,8,5.52,4,EdTech,PhD,Idea,-0.7,1
21,21,45.25,1,7,16.65,2,Ecommerce,MBA,MVP,-5.13,0
24,12,32.41,7,4,19.61,10,AgriTech,MBA,Prototype,48.94,1
14,57,13.72,8,1,9.93,4,EdTech,Masters,MVP,67.69,0
4,41,8.94,2,8,0.29,8,FinTech,MBA,Growth,4.36,1
2,33,14.78,4,4,2.89,10,AgriTech,PhD,MVP,60.28,0
18,50,5.83,10,3,6.51,2,FinTech,Bachelors,Growth,42.46,1
0,53,47.08,7,9,11.61,9,FinTech,Masters,Idea,98.61,1
14,4,39.23,8,10,1.59,1,Ecommerce,MBA,Growth,68.92,1
7,42,23.17,1,4,18.87,2,AI,Masters,Growth,62.32,1
1,57,43.26,4,4,7.37,2,Ecommerce,MBA,Idea,52.75,1
2,7,12.55,6,9,18.26,6,EdTech,Bachelors,Prototype,99.71,1
23,22,35.88,3,2,15.63,7,AI,Masters,Idea,97.85,1
13,55,42.82,5,5,15.13,3,AI,MBA,MVP,49.19,1
23,33,17.9,10,4,12.17,9,EdTech,Bachelors,Idea,40.07,1
13,17,37.9,9,9,12.57,5,AI,PhD,MVP,40.83,1
10,24,14.82,3,5,12.8,5,AgriTech,MBA,Prototype,37.12,0
15,34,15.01,5,9,12.61,4,HealthTech,Bachelors,MVP,48.45,0
3,28,5.44,8,9,11.12,9,EdTech,Bachelors,Idea,20.09,1
19,58,22.06,6,2,19.73,8,EdTech,Masters,Idea,91.95,0
4,43,36.51,4,9,14.67,4,HealthTech,MBA,Prototype,43.93,0
21,41,47.02,8,3,15.56,4,Ecommerce,PhD,Idea,82.62,1
20,39,30.23,3,4,17.46,2,Ecommerce,MBA,Prototype,42.28,1
13,22,43.17,3,1,4.39,9,Ecommerce,Bachelors,Prototype,69.01,0
22,49,41.14,4,1,1.77,3,AI,PhD,Idea,27.06,0
15,17,8.75,9,1,9.71,4,HealthTech,Bachelors,Growth,58.73,0
17,34,24.34,5,9,10.33,7,AgriTech,Masters,MVP,44.82,1
6,6,5.93,8,8,16.6,10,EdTech,MBA,Growth,30.38,1
9,46,34.14,6,5,8.93,8,EdTech,Bachelors,Prototype,86.97,1
6,6,47.5,3,5,11.46,8,EdTech,Bachelors,MVP,2.4,0
0,34,6.94,8,9,10.59,4,AI,MBA,Growth,43.56,1
22,1,36.72,9,3,0.86,7,AI,PhD,Idea,11.38,1
20,10,31.65,8,3,12.34,10,SaaS,Bachelors,Growth,84.72,1
18,21,29.22,4,7,16.58,1,AgriTech,MBA,MVP,17.88,1
15,5,19.57,6,9,3.23,6,Ecommerce,Masters,MVP,59.68,1
18,2,17.82,1,6,11.93,6,SaaS,Masters,MVP,8.21,1
3,22,2.36,4,2,11.91,6,SaaS,MBA,MVP,34.54,0
17,48,10.97,8,1,3.37,2,AI,Bachelors,Growth,88.93,1
1,57,0.86,1,2,2.56,8,Ecommerce,MBA,Idea,8.27,0
0,2,29.11,3,1,19.6,5,Ecommerce,MBA,Idea,62.95,1
14,10,5.38,1,10,7.94,5,EdTech,Bachelors,MVP,12.5,1
4,34,43.66,9,10,4.63,2,AI,PhD,Idea,35.73,1
19,16,26.2,2,9,3.51,4,Ecommerce,PhD,Growth,49.47,1
10,48,35.01,9,10,13.39,9,SaaS,Masters,Idea,53.5,1
9,51,20.6,4,8,12.23,9,HealthTech,PhD,Prototype,56.28,0
1,39,28.07,2,7,12.91,6,HealthTech,MBA,Idea,60.41,1
2,22,47.14,4,3,1.85,9,AI,Bachelors,MVP,19.89,1
22,12,4.23,10,8,17.88,4,EdTech,Masters,Idea,34.15,0
22,24,12.77,6,2,7.85,1,EdTech,PhD,Idea,-5.89,1
11,47,39.02,7,2,6.34,2,Ecommerce,MBA,Idea,74.56,0
19,40,5.03,3,10,9.3,1,AgriTech,Masters,Idea,82.08,1
4,38,3.88,3,3,7.86,8,AI,Bachelors,Prototype,11.92,1
4,59,18.14,10,7,17.29,9,AgriTech,PhD,Growth,12.16,1
5,10,4.7,8,1,18.59,10,HealthTech,MBA,MVP,-5.38,0
8,35,29.3,5,8,6.14,6,SaaS,Bachelors,MVP,96.74,1
1,51,11.39,4,7,17.29,2,Ecommerce,MBA,Idea,78.79,1
20,49,44.8,7,4,15.65,6,SaaS,MBA,Growth,29.68,1
11,32,39.2,7,5,18.62,9,AgriTech,MBA,Idea,43.01,1
2,7,35.02,9,10,4.99,3,Ecommerce,Bachelors,Prototype,22.12,0
19,21,30.89,9,1,11.58,9,FinTech,Masters,Growth,55.7,1
21,20,43.19,5,4,5.56,2,SaaS,MBA,Growth,68.9,1
11,26,11.23,8,1,16.5,5,AI,Masters,Growth,39.21,1
23,4,43.67,10,1,0.21,2,SaaS,Masters,Growth,86.1,1
16,46,39.5,1,10,11.34,7,SaaS,PhD,Idea,46.87,1
9,52,37.43,9,1,6.85,10,Ecommerce,PhD,Prototype,5.87,0
23,22,28.11,8,7,6.52,9,HealthTech,Masters,Growth,58.45,1
13,15,12.39,6,7,12.93,7,AgriTech,PhD,MVP,40.85,0
22,56,21.24,3,4,17.04,5,FinTech,PhD,MVP,92.92,1
16,40,39.7,3,2,12.22,4,SaaS,Masters,Prototype,33.11,1
17,21,1.69,8,3,17.08,4,AgriTech,Bachelors,MVP,34.32,0
18,15,39.12,5,8,5.37,10,AgriTech,PhD,Idea,61.59,0
16,22,12.08,10,8,10.44,8,HealthTech,PhD,Idea,47.97,0
13,52,7.3,7,6,9.07,10,EdTech,Bachelors,Prototype,31.19,1
8,28,5.87,5,10,0.33,10,FinTech,Bachelors,Growth,98.88,0
7,14,1.46,8,9,11.18,10,FinTech,Bachelors,MVP,23.24,0
1,27,26.23,10,9,13.26,10,AgriTech,Masters,MVP,20.53,1
12,41,10.99,10,4,11.88,10,Ecommerce,Bachelors,Prototype,85.09,1
24,40,49.47,4,1,14.75,1,SaaS,Masters,Prototype,-9.63,0
6,58,28.76,2,1,11.47,5,EdTech,MBA,MVP,12.14,1
8,28,6.98,3,10,1.43,2,Ecommerce,MBA,Growth,54.95,1
21,26,34.47,8,5,2.42,9,AI,Bachelors,Prototype,7.87,1
21,49,44.9,7,2,11.97,7,HealthTech,Bachelors,Idea,98.44,0
10,2,37.28,2,6,5.57,10,HealthTech,MBA,MVP,41.06,0
13,25,3.91,6,7,1.68,8,Ecommerce,Masters,Prototype,55.71,0
3,56,44.8,9,1,8.65,6,AgriTech,Masters,Prototype,7.64,0
12,3,39.72,4,6,11.13,9,HealthTech,Bachelors,Prototype,21.83,0
1,8,8.0,9,8,6.64,6,SaaS,Bachelors,MVP,57.61,1
22,44,2.68,2,5,14.44,7,HealthTech,Bachelors,Idea,50.45,1
4,33,27.91,2,7,12.91,7,SaaS,MBA,Idea,76.28,1
10,42,7.89,9,10,6.72,9,AI,PhD,MVP,19.62,1
5,52,41.75,7,6,15.12,8,EdTech,Bachelors,Prototype,61.89,0
17,35,17.98,7,4,13.01,1,FinTech,Masters,MVP,22.01,0
20,6,45.65,1,7,12.79,4,Ecommerce,PhD,MVP,54.54,1
9,39,28.33,6,10,11.11,7,Ecommerce,Masters,Prototype,56.55,0
3,52,9.22,7,9,0.33,8,SaaS,PhD,MVP,3.4,0
8,23,7.07,6,10,13.96,7,AI,MBA,Growth,50.35,1
5,25,28.87,6,10,7.58,3,AI,PhD,Idea,-8.69,1
1,59,38.12,2,7,18.86,4,AgriTech,Masters,Growth,45.13,1
16,50,39.1,6,5,16.38,7,FinTech,PhD,Growth,66.73,1
4,43,13.86,4,7,11.8,8,EdTech,MBA,Growth,-1.99,1
24,19,10.29,9,3,5.12,7,Ecommerce,Masters,MVP,93.26,1
5,5,0.94,1,2,4.15,6,SaaS,Bachelors,Prototype,40.46,0
11,51,33.99,8,5,6.87,9,AI,PhD,MVP,93.23,1
22,11,3.92,5,4,9.58,9,Ecommerce,Masters,Idea,1.81,1
20,56,21.1,1,5,5.99,7,SaaS,PhD,MVP,94.49,1
9,12,30.12,4,8,10.35,8,HealthTech,MBA,MVP,2.01,0
21,10,46.86,1,4,3.39,6,Ecommerce,Masters,MVP,40.76,1
20,8,15.66,6,9,19.56,1,EdTech,Bachelors,MVP,93.18,1
24,24,12.56,2,7,2.25,1,SaaS,Bachelors,Growth,15.6,0
5,28,32.74,5,10,18.65,6,EdTech,PhD,Prototype,-6.17,1
7,41,31.0,7,7,18.28,2,Ecommerce,MBA,Idea,77.24,0
1,36,16.67,2,8,10.55,8,HealthTech,MBA,Idea,55.55,0
11,37,46.41,6,6,14.53,1,EdTech,PhD,Idea,46.53,1
12,21,42.26,6,8,8.78,2,AI,Masters,MVP,-6.22,1
24,8,11.28,5,3,12.64,8,SaaS,Masters,Idea,61.86,0
20,55,12.03,5,10,6.88,6,Ecommerce,PhD,Growth,8.88,0
